,abstract,analytical_method_development,article_name,assay_development,center,center_pub,comments,created_at,data_analysis,data_generation,data_integration,data_standards,doi,issue,journal_name,name_x,other_link,pm_id,pmc_id,pp_pages,publication_id,resource_links,review,scopus_citations,show_at_home_order,signature_generation,software_development,updated_at,volume,year_published,n_citations,author_id,name_y,url,id,author_rank,DCIC,Drug Toxicity,Proteomics,Microenvironment,HMS,Transcriptomics,NeuroLINCS
10,"Drugs that inhibit RAF/MEK signaling, such as vemurafenib, elicit profound but often temporary anti-tumor responses in patients with BRAF(V) (600E) melanoma. Adaptive responses to RAF/MEK inhibition occur on a timescale of hours to days, involve homeostatic responses that reactivate MAP kinase signaling and compensatory mitogenic pathways, and attenuate the anti-tumor effects of RAF/MEK inhibitors. We profile adaptive responses across a panel of melanoma cell lines using multiplex biochemical measurement, single-cell assays, and statistical modeling and show that adaptation involves at least six signaling cascades that act to reduce drug potency (IC50) and maximal effect (i.e., Emax ≪ 1). Among these cascades, we identify a role for JNK/c-Jun signaling in vemurafenib adaptation and show that RAF and JNK inhibitors synergize in cell killing. This arises because JNK inhibition prevents a subset of cells in a cycling population from becoming quiescent upon vemurafenib treatment, thereby reducing drug Emax. Our findings demonstrate the breadth and diversity of adaptive responses to RAF/MEK inhibition and a means to identify which steps in a signaling cascade are most predictive of phenotypic response.",0.0,Systematic analysis of BRAFV600E melanomas reveals a role for JNK/c-Jun pathway in adaptive resistance to drug-induced apoptosis.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.15252/msb.20145877,3,Molecular Systems Biology,,,25814555.0,PMC4380931,797,3,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/fallahi-sichani-molsystbiol-2015/\"", \""Project Explorer\"":\""http://lincs.hms.harvard.edu/explore/adaptive-drug-resistance/\""}""",0.0,,,1.0,0.0,5/19/16 18:33,11,2015.0,18,12,Moerke NJ,,52,2.0,0,0,0,0,0,0,0
11,"Drugs that inhibit RAF/MEK signaling, such as vemurafenib, elicit profound but often temporary anti-tumor responses in patients with BRAF(V) (600E) melanoma. Adaptive responses to RAF/MEK inhibition occur on a timescale of hours to days, involve homeostatic responses that reactivate MAP kinase signaling and compensatory mitogenic pathways, and attenuate the anti-tumor effects of RAF/MEK inhibitors. We profile adaptive responses across a panel of melanoma cell lines using multiplex biochemical measurement, single-cell assays, and statistical modeling and show that adaptation involves at least six signaling cascades that act to reduce drug potency (IC50) and maximal effect (i.e., Emax ≪ 1). Among these cascades, we identify a role for JNK/c-Jun signaling in vemurafenib adaptation and show that RAF and JNK inhibitors synergize in cell killing. This arises because JNK inhibition prevents a subset of cells in a cycling population from becoming quiescent upon vemurafenib treatment, thereby reducing drug Emax. Our findings demonstrate the breadth and diversity of adaptive responses to RAF/MEK inhibition and a means to identify which steps in a signaling cascade are most predictive of phenotypic response.",0.0,Systematic analysis of BRAFV600E melanomas reveals a role for JNK/c-Jun pathway in adaptive resistance to drug-induced apoptosis.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.15252/msb.20145877,3,Molecular Systems Biology,,,25814555.0,PMC4380931,797,3,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/fallahi-sichani-molsystbiol-2015/\"", \""Project Explorer\"":\""http://lincs.hms.harvard.edu/explore/adaptive-drug-resistance/\""}""",0.0,,,1.0,0.0,5/19/16 18:33,11,2015.0,18,13,Niepel M,,53,3.0,0,0,0,0,0,0,0
12,"Drugs that inhibit RAF/MEK signaling, such as vemurafenib, elicit profound but often temporary anti-tumor responses in patients with BRAF(V) (600E) melanoma. Adaptive responses to RAF/MEK inhibition occur on a timescale of hours to days, involve homeostatic responses that reactivate MAP kinase signaling and compensatory mitogenic pathways, and attenuate the anti-tumor effects of RAF/MEK inhibitors. We profile adaptive responses across a panel of melanoma cell lines using multiplex biochemical measurement, single-cell assays, and statistical modeling and show that adaptation involves at least six signaling cascades that act to reduce drug potency (IC50) and maximal effect (i.e., Emax ≪ 1). Among these cascades, we identify a role for JNK/c-Jun signaling in vemurafenib adaptation and show that RAF and JNK inhibitors synergize in cell killing. This arises because JNK inhibition prevents a subset of cells in a cycling population from becoming quiescent upon vemurafenib treatment, thereby reducing drug Emax. Our findings demonstrate the breadth and diversity of adaptive responses to RAF/MEK inhibition and a means to identify which steps in a signaling cascade are most predictive of phenotypic response.",0.0,Systematic analysis of BRAFV600E melanomas reveals a role for JNK/c-Jun pathway in adaptive resistance to drug-induced apoptosis.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.15252/msb.20145877,3,Molecular Systems Biology,,,25814555.0,PMC4380931,797,3,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/fallahi-sichani-molsystbiol-2015/\"", \""Project Explorer\"":\""http://lincs.hms.harvard.edu/explore/adaptive-drug-resistance/\""}""",0.0,,,1.0,0.0,5/19/16 18:33,11,2015.0,18,14,Zhang T,,54,4.0,0,0,0,0,0,0,0
13,"Drugs that inhibit RAF/MEK signaling, such as vemurafenib, elicit profound but often temporary anti-tumor responses in patients with BRAF(V) (600E) melanoma. Adaptive responses to RAF/MEK inhibition occur on a timescale of hours to days, involve homeostatic responses that reactivate MAP kinase signaling and compensatory mitogenic pathways, and attenuate the anti-tumor effects of RAF/MEK inhibitors. We profile adaptive responses across a panel of melanoma cell lines using multiplex biochemical measurement, single-cell assays, and statistical modeling and show that adaptation involves at least six signaling cascades that act to reduce drug potency (IC50) and maximal effect (i.e., Emax ≪ 1). Among these cascades, we identify a role for JNK/c-Jun signaling in vemurafenib adaptation and show that RAF and JNK inhibitors synergize in cell killing. This arises because JNK inhibition prevents a subset of cells in a cycling population from becoming quiescent upon vemurafenib treatment, thereby reducing drug Emax. Our findings demonstrate the breadth and diversity of adaptive responses to RAF/MEK inhibition and a means to identify which steps in a signaling cascade are most predictive of phenotypic response.",0.0,Systematic analysis of BRAFV600E melanomas reveals a role for JNK/c-Jun pathway in adaptive resistance to drug-induced apoptosis.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.15252/msb.20145877,3,Molecular Systems Biology,,,25814555.0,PMC4380931,797,3,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/fallahi-sichani-molsystbiol-2015/\"", \""Project Explorer\"":\""http://lincs.hms.harvard.edu/explore/adaptive-drug-resistance/\""}""",0.0,,,1.0,0.0,5/19/16 18:33,11,2015.0,18,15,Gray NS,,55,5.0,0,0,0,1,0,0,0
14,"Drugs that inhibit RAF/MEK signaling, such as vemurafenib, elicit profound but often temporary anti-tumor responses in patients with BRAF(V) (600E) melanoma. Adaptive responses to RAF/MEK inhibition occur on a timescale of hours to days, involve homeostatic responses that reactivate MAP kinase signaling and compensatory mitogenic pathways, and attenuate the anti-tumor effects of RAF/MEK inhibitors. We profile adaptive responses across a panel of melanoma cell lines using multiplex biochemical measurement, single-cell assays, and statistical modeling and show that adaptation involves at least six signaling cascades that act to reduce drug potency (IC50) and maximal effect (i.e., Emax ≪ 1). Among these cascades, we identify a role for JNK/c-Jun signaling in vemurafenib adaptation and show that RAF and JNK inhibitors synergize in cell killing. This arises because JNK inhibition prevents a subset of cells in a cycling population from becoming quiescent upon vemurafenib treatment, thereby reducing drug Emax. Our findings demonstrate the breadth and diversity of adaptive responses to RAF/MEK inhibition and a means to identify which steps in a signaling cascade are most predictive of phenotypic response.",0.0,Systematic analysis of BRAFV600E melanomas reveals a role for JNK/c-Jun pathway in adaptive resistance to drug-induced apoptosis.,0.0,,1.0,,5/19/16 18:33,1.0,1.0,1.0,0.0,10.15252/msb.20145877,3,Molecular Systems Biology,,,25814555.0,PMC4380931,797,3,"{\Publication Summary\"":\""http://lincs.hms.harvard.edu/fallahi-sichani-molsystbiol-2015/\"", \""Project Explorer\"":\""http://lincs.hms.harvard.edu/explore/adaptive-drug-resistance/\""}""",0.0,,,1.0,0.0,5/19/16 18:33,11,2015.0,18,16,Sorger PK,,56,6.0,0,0,0,0,1,0,0
15,"Reconstructing regulatory and signaling response networks is one of the major goals of systems biology. While several successful methods have been suggested for this task, some integrating large and diverse datasets, these methods have so far been applied to reconstruct a single response network at a time, even when studying and modeling related conditions. To improve network reconstruction we developed MT-SDREM, a multi-task learning method which jointly models networks for several related conditions. In MT-SDREM, parameters are jointly constrained across the networks while still allowing for condition-specific pathways and regulation. We formulate the multi-task learning problem and discuss methods for optimizing the joint target function. We applied MT-SDREM to reconstruct dynamic human response networks for three flu strains: H1N1, H5N1 and H3N2. Our multi-task learning method was able to identify known and novel factors and genes, improving upon prior methods that model each condition independently. The MT-SDREM networks were also better at identifying proteins whose removal affects viral load indicating that joint learning can still lead to accurate, condition-specific, networks. Supporting website with MT-SDREM implementation: http://sb.cs.cmu.edu/mtsdrem.",1.0,Multitask learning of signaling and regulatory networks with application to studying human response to flu.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1371/journal.pcbi.1003943,12,PLoS Computational Biology,,,25522349.0,PMC4270428,e1003943,4,"{\Custom code\"":null}""",0.0,,,0.0,1.0,5/19/16 18:33,10,2014.0,4,23,Jain S,,6,1.0,0,0,0,0,0,0,0
16,"Reconstructing regulatory and signaling response networks is one of the major goals of systems biology. While several successful methods have been suggested for this task, some integrating large and diverse datasets, these methods have so far been applied to reconstruct a single response network at a time, even when studying and modeling related conditions. To improve network reconstruction we developed MT-SDREM, a multi-task learning method which jointly models networks for several related conditions. In MT-SDREM, parameters are jointly constrained across the networks while still allowing for condition-specific pathways and regulation. We formulate the multi-task learning problem and discuss methods for optimizing the joint target function. We applied MT-SDREM to reconstruct dynamic human response networks for three flu strains: H1N1, H5N1 and H3N2. Our multi-task learning method was able to identify known and novel factors and genes, improving upon prior methods that model each condition independently. The MT-SDREM networks were also better at identifying proteins whose removal affects viral load indicating that joint learning can still lead to accurate, condition-specific, networks. Supporting website with MT-SDREM implementation: http://sb.cs.cmu.edu/mtsdrem.",1.0,Multitask learning of signaling and regulatory networks with application to studying human response to flu.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1371/journal.pcbi.1003943,12,PLoS Computational Biology,,,25522349.0,PMC4270428,e1003943,4,"{\Custom code\"":null}""",0.0,,,0.0,1.0,5/19/16 18:33,10,2014.0,4,24,Gitter A,,7,2.0,0,0,0,0,0,0,0
17,"Reconstructing regulatory and signaling response networks is one of the major goals of systems biology. While several successful methods have been suggested for this task, some integrating large and diverse datasets, these methods have so far been applied to reconstruct a single response network at a time, even when studying and modeling related conditions. To improve network reconstruction we developed MT-SDREM, a multi-task learning method which jointly models networks for several related conditions. In MT-SDREM, parameters are jointly constrained across the networks while still allowing for condition-specific pathways and regulation. We formulate the multi-task learning problem and discuss methods for optimizing the joint target function. We applied MT-SDREM to reconstruct dynamic human response networks for three flu strains: H1N1, H5N1 and H3N2. Our multi-task learning method was able to identify known and novel factors and genes, improving upon prior methods that model each condition independently. The MT-SDREM networks were also better at identifying proteins whose removal affects viral load indicating that joint learning can still lead to accurate, condition-specific, networks. Supporting website with MT-SDREM implementation: http://sb.cs.cmu.edu/mtsdrem.",1.0,Multitask learning of signaling and regulatory networks with application to studying human response to flu.,0.0,,1.0,,5/19/16 18:33,1.0,0.0,1.0,0.0,10.1371/journal.pcbi.1003943,12,PLoS Computational Biology,,,25522349.0,PMC4270428,e1003943,4,"{\Custom code\"":null}""",0.0,,,0.0,1.0,5/19/16 18:33,10,2014.0,4,25,Bar-Joseph Z,,8,3.0,0,0,0,0,0,0,0
18,"PhosphoSitePlus(®) (PSP, http://www.phosphosite.org/), a knowledgebase dedicated to mammalian post-translational modifications (PTMs), contains over 330,000 non-redundant PTMs, including phospho, acetyl, ubiquityl and methyl groups. Over 95% of the sites are from mass spectrometry (MS) experiments. In order to improve data reliability, early MS data have been reanalyzed, applying a common standard of analysis across over 1,000,000 spectra. Site assignments with P > 0.05 were filtered out. Two new downloads are available from PSP. The 'Regulatory sites' dataset includes curated information about modification sites that regulate downstream cellular processes, molecular functions and protein-protein interactions. The 'PTMVar' dataset, an intersect of missense mutations and PTMs from PSP, identifies over 25,000 PTMVars (PTMs Impacted by Variants) that can rewire signaling pathways. The PTMVar data include missense mutations from UniPROTKB, TCGA and other sources that cause over 2000 diseases or syndromes (MIM) and polymorphisms, or are associated with hundreds of cancers. PTMVars include 18 548 phosphorlyation sites, 3412 ubiquitylation sites, 2316 acetylation sites, 685 methylation sites and 245 succinylation sites.",0.0,"PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.",0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gku1267,Database issue,Nucleic Acids Research,,,25514926.0,PMC4383998,D512-20,5,"{\PhosphoSitePlus\"":\""http://www.phosphosite.org/\""}""",0.0,,,0.0,1.0,5/19/16 18:33,43,2015.0,291,17,Hornbeck PV,,36,1.0,0,0,0,0,0,0,0
19,"PhosphoSitePlus(®) (PSP, http://www.phosphosite.org/), a knowledgebase dedicated to mammalian post-translational modifications (PTMs), contains over 330,000 non-redundant PTMs, including phospho, acetyl, ubiquityl and methyl groups. Over 95% of the sites are from mass spectrometry (MS) experiments. In order to improve data reliability, early MS data have been reanalyzed, applying a common standard of analysis across over 1,000,000 spectra. Site assignments with P > 0.05 were filtered out. Two new downloads are available from PSP. The 'Regulatory sites' dataset includes curated information about modification sites that regulate downstream cellular processes, molecular functions and protein-protein interactions. The 'PTMVar' dataset, an intersect of missense mutations and PTMs from PSP, identifies over 25,000 PTMVars (PTMs Impacted by Variants) that can rewire signaling pathways. The PTMVar data include missense mutations from UniPROTKB, TCGA and other sources that cause over 2000 diseases or syndromes (MIM) and polymorphisms, or are associated with hundreds of cancers. PTMVars include 18 548 phosphorlyation sites, 3412 ubiquitylation sites, 2316 acetylation sites, 685 methylation sites and 245 succinylation sites.",0.0,"PhosphoSitePlus, 2014: mutations, PTMs and recalibrations.",0.0,,1.0,,5/19/16 18:33,0.0,0.0,1.0,0.0,10.1093/nar/gku1267,Database issue,Nucleic Acids Research,,,25514926.0,PMC4383998,D512-20,5,"{\PhosphoSitePlus\"":\""http://www.phosphosite.org/\""}""",0.0,,,0.0,1.0,5/19/16 18:33,43,2015.0,291,18,Zhang B,,37,2.0,0,0,0,0,0,0,0
